id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text,translated_back
200845,en,And miss me with this fake black girl empowerment shit . We attempted to destroy a man off of her word alone. Now the courts says there's no DNA and the police says there's no bullet fragments.... So the court &amp; police are still not enough for Tory Lanez to be absolved,6,"['Annotator_691', 'Annotator_692', 'Annotator_693', 'Annotator_694', 'Annotator_695', 'Annotator_696']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Latvia', 'Poland', 'South Africa', 'Spain', 'United Kingdom', 'United Kingdom']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","['JUDGEMENTAL', 'JUDGEMENTAL', 'JUDGEMENTAL', '-', 'DIRECT', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_EN,and miss me with this fake black girl empowerment shit . we attempted to destroy a man off of her word alone. now the courts says theres no dna and the police says theres no bullet fragments.... so the court amp police are still not enough for tory lanez to be absolved,"And you miss me with this fake black girl empowerment shit, we're trying to destroy a man out of his word alone, now the courts say there's no DNA, and the police say there's no bullet fragments, so the court police aren't enough for Tory Laenz to be acquitted."
200846,en,"Once made equal to man, woman becomes his superior.Who can really define ""Women Empowerment"" and/or emancipation?",6,"['Annotator_397', 'Annotator_398', 'Annotator_399', 'Annotator_400', 'Annotator_401', 'Annotator_402']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Poland', 'Greece', 'United Kingdom', 'United States']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']","['DIRECT', 'DIRECT', '-', 'DIRECT', 'DIRECT', '-']","[['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_EN,"once made equal to man, woman becomes his superior.who can really define women empowerment andor emancipation?","Once made equal to men, women become their superior.Who can really define women's empowerment and emancipation?"
200847,en,"Advanced Barista skills Training for youth  now happening in Kampala.Thank you Iwca uganda chapter for supporting and empowering barista house to create a difference in the lives of these young stars.# women in coffee # youth skilling# women&amp;youth empowerment, advancement https://t.co/QWarb5frkN",6,"['Annotator_662', 'Annotator_663', 'Annotator_664', 'Annotator_665', 'Annotator_666', 'Annotator_667']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['Hungary', 'Portugal', 'Poland', 'Spain', 'Italy', 'South Africa']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_EN,"advanced barista skills training for youth now happening in kampala.thank you iwca uganda chapter for supporting and empowering barista house to create a difference in the lives of these young stars. women in coffee youth skilling womenampyouth empowerment, advancement","Thank you iwca Ugandan chapter for supporting and empowering the barista house to make a difference in the lives of these young stars. women in coffee young skills women youth empowerment, advancement"
200848,en,Going back and forth between “sorry hoes hate me cuz I’m the IT girl” and “it feels so good to be ALIVEE” but it’s okay because they both Black empowerment songs from Black women 😌🤝 https://t.co/Tvw128F1Jo,6,"['Annotator_525', 'Annotator_526', 'Annotator_527', 'Annotator_528', 'Annotator_529', 'Annotator_530']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['Poland', 'United Kingdom', 'Portugal', 'Greece', 'Israel', 'United Kingdom']","['YES', 'NO', 'YES', 'NO', 'NO', 'YES']","['DIRECT', '-', 'JUDGEMENTAL', '-', '-', 'REPORTED']","[['IDEOLOGICAL-INEQUALITY'], ['-'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['-'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_EN,going back and forth between sorry hoes hate me cuz im the it girl and it feels so good to be alivee but its okay because they both black empowerment songs from black women,"Go back and forth between sorry hoes hate me because I'm the girl and it feels so good to be alive, but it's okay because both black women's empowerment songs"
200849,en,James Harden. Hell of a ball player. But the absolute definition of a DIVA. Completely bails on the Rockets. Dying now to bail on the Nets (where he wanted to go). This is the shitty side of the player empowerment era.,6,"['Annotator_720', 'Annotator_721', 'Annotator_722', 'Annotator_723', 'Annotator_724', 'Annotator_725']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Poland', 'Chile', 'Italy', 'United Kingdom', 'Hungary']","['NO', 'NO', 'NO', 'YES', 'NO', 'YES']","['-', '-', '-', 'DIRECT', '-', 'DIRECT']","[['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['OBJECTIFICATION']]",TRAIN_EN,james harden. hell of a ball player. but the absolute definition of a diva. completely bails on the rockets. dying now to bail on the nets where he wanted to go. this is the shitty side of the player empowerment era.,james harden. hell of a ball player. but the absolute definition of a diva. completely comes out in the rockets. dying now to get out in the nets where I wanted to go. this is the shitty side of the player empowerment era.
200850,en,"Hey y’all, my spiritual empowerment brand is almost to 40k followers on IG. Mostly everyone on here already follows me, but I’d really appreciate it if y’all could RT this for the people that don’t so I can hit my 40k goal by New Years 🙏🏽. It’s @BadAndBrujita on IG. Love y’all 😘",6,"['Annotator_537', 'Annotator_538', 'Annotator_539', 'Annotator_540', 'Annotator_541', 'Annotator_542']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['Poland', 'Hungary', 'Mexico', 'South Africa', 'Poland', 'New Zealand']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_EN,"hey yall, my spiritual empowerment brand is almost to 40k followers on ig. mostly everyone on here already follows me, but id really appreciate it if yall could rt this for the people that dont so i can hit my 40k goal by new years . its on ig. love yall","Hey yall, my brand of spiritual empowerment is almost 40k followers in ig. most of you here already follow me, but go really appreciate it if yall could rt this for people who don't so I can hit my goal of 40k for the new years. your in ig. love yall"
200851,en,Sophia and Riley receive the Family Empowerment Scholarship for students with unique abilities through @StepUp4Students. They use their education savings accounts to pay for training sessions. Learn how it expands their world. #entry #StepUpForChoice https://t.co/O6rnf7FCWu,6,"['Annotator_543', 'Annotator_544', 'Annotator_545', 'Annotator_546', 'Annotator_547', 'Annotator_548']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'other', 'Hispano or Latino', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Cyprus', 'Mexico', 'South Africa', 'United Kingdom', 'South Africa']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_EN,sophia and riley receive the family empowerment scholarship for students with unique abilities through . they use their education savings accounts to pay for training sessions. learn how it expands their world. entry stepupforchoice,Sophia and Riley receive the family empowerment scholarship for students with unique skills through . use their education savings accounts to pay for training sessions. Learn how your world expands.
200852,en,I appreciate men yang very vocal about women empowerment &amp; advocates about our struggles. You guys are the best! 💛💛💛,6,"['Annotator_187', 'Annotator_635', 'Annotator_636', 'Annotator_637', 'Annotator_130', 'Annotator_638']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree']","['Spain', 'Argentina', 'Mexico', 'Poland', 'Canada', 'Ireland']","['NO', 'NO', 'NO', 'YES', 'NO', 'YES']","['-', '-', '-', 'REPORTED', '-', 'DIRECT']","[['-'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_EN,i appreciate men yang very vocal about women empowerment amp advocates about our struggles. you guys are the best!,I appreciate yang men very vocal about women advocates of empowerment over our struggles. You are the best!
200853,en,Never forget that Kobe spent an offseason begging the Lakers to trade him and they didn't. Everything with Ben Simmons is in the hands of the Sixers. The empowerment talk is nonsense #NBATwitter,6,"['Annotator_611', 'Annotator_612', 'Annotator_613', 'Annotator_614', 'Annotator_615', 'Annotator_616']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Multiracial', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'Slovenia', 'Czech Republic', 'South Africa', 'United Kingdom', 'Greece']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_EN,never forget that kobe spent an offseason begging the lakers to trade him and they didnt. everything with ben simmons is in the hands of the sixers. the empowerment talk is nonsense nbatwitter,Don't forget that Kobe spent a low season begging the Lakers to change it and didn't. Everything with Ben Simmons is in the hands of the Six. The empowerment talk is a nbatwitter nonsense.
200854,en,first time i’m saying fuck women empowerment. https://t.co/SsGsxYqGe1,6,"['Annotator_584', 'Annotator_585', 'Annotator_586', 'Annotator_587', 'Annotator_588', 'Annotator_589']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Netherlands', 'Belgium', 'Portugal', 'Estonia', 'Australia', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'JUDGEMENTAL', 'DIRECT', 'DIRECT']","[['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_EN,first time im saying fuck women empowerment.,"The first time I say ""fuck the empowerment of women."""
200855,en,Kindly download and signup on the @bantublockchain App and witness a new era of Digital currencies that believe in the empowerment of communities.@mbenkum#bantu #bantuxpansion #asangazinwi,6,"['Annotator_623', 'Annotator_624', 'Annotator_625', 'Annotator_626', 'Annotator_627', 'Annotator_628']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'other', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['United States', 'Netherlands', 'Portugal', 'Portugal', 'United Kingdom', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_EN,kindly download and signup on the app and witness a new era of digital currencies that believe in the empowerment of communities.bantu bantuxpansion asangazinwi,kindly download and register in the app and witness a new era of digital coins that believe in empowering communities.bantu bantuxpansion asangazinwi
200856,en,"The latest update for #Nastel includes ""CIOs, Leaders Facing Unprecedented Empowerment and Challenges - Top Predictions"" and ""What can you learn from #IoT with i2M - Part 2"". #Monitoring #Middleware https://t.co/WnsSEjBUtT",6,"['Annotator_431', 'Annotator_432', 'Annotator_433', 'Annotator_434', 'Annotator_435', 'Annotator_436']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree']","['Mexico', 'Poland', 'Greece', 'Poland', 'Canada', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_EN,"the latest update for nastel includes cios, leaders facing unprecedented empowerment and challenges top predictions and what can you learn from iot with i2m part 2. monitoring middleware","the latest update for nastel includes cice, leaders facing unprecedented empowerment and challenges higher predictions and what you can learn from iot with part 2 i2m. monitoring middleware"
200857,en,"@JamesEvansMS They should be empowering our communities, not empowering themselves. Have you not seen Westminster the past 21 months how dare a tory talk about empowerment after what the   cons have done in conning the nation",6,"['Annotator_549', 'Annotator_550', 'Annotator_551', 'Annotator_552', 'Annotator_553', 'Annotator_554']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Asian', 'Black or African American']","['Bachelor’s degree', 'other', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['South Africa', 'South Africa', 'Poland', 'Italy', 'United Kingdom', 'South Africa']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","['-', '-', 'DIRECT', '-', '-', '-']","[['-'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['-'], ['-']]",TRAIN_EN,"they should be empowering our communities, not empowering themselves. have you not seen westminster the past 21 months how dare a tory talk about empowerment after what the cons have done in conning the nation",Haven't you seen Westminster in the last 21 months how dare you talk about empowerment after what convicts have done to swindle the nation?
